Category,Asset Name,Asset Type,Unity Path,Source Package / Folder,Likely Usage,Used In Scene,Scene Path,Notes
"Unknown","SM_Chr_Patch_Star_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Chr_Patch_Star_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Chr_Patch_Star_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Chr_Patch_Star_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Beach_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Beach_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Beach_Staight_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Beach_Staight_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Beach_Staight_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Beach_Staight_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Bridge_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Bridge_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Bridge_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Bridge_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Bridge_Broken_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Bridge_Broken_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Bridge_Support_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Bridge_Support_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Bush_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Bush_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Bush_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Bush_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Bush_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Bush_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Bush_04","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Bush_04.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Concrete_Base_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Concrete_Base_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_DirtRoad_End_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_DirtRoad_End_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_DirtRoad_Straight_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_DirtRoad_Straight_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Dock_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Dock_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Dock_Poles_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Dock_Poles_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Grass_Circle_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Grass_Circle_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Grass_Circle_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Grass_Circle_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Grass_Square_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Grass_Square_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Port_Boat_Tie_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Port_Boat_Tie_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Port_Concrete_Slab_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Port_Concrete_Slab_01.fbx","PolygonBattleRoyale","Laboratory / sci-fi prop","No","","Third-party imported asset"
"Wall / Floor","SM_Env_Port_Wall_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Port_Wall_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Env_Port_Wall_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Port_Wall_02.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Env_Port_Wall_Corner_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Port_Wall_Corner_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Environment","SM_Env_Road_Corner_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Corner_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_Corner_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Corner_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_Cross_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Cross_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_Straight_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Straight_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_Straight_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Straight_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_Straight_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Straight_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_Straight_Damaged_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Straight_Damaged_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_Straight_Damaged_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Straight_Damaged_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_Straight_Damaged_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Straight_Damaged_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_Straight_End_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_Straight_End_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Road_T_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Road_T_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rock_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rock_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rock_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rock_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Pebbles_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Pebbles_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Pebbles_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Pebbles_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Pebbles_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Pebbles_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Pile_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Pile_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Pile_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Pile_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Plank_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Plank_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Plank_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Plank_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Plank_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Plank_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Stone_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Stone_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Environment","SM_Env_Rubble_Stone_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Env_Rubble_Stone_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Cloud_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Cloud_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Cloud_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Cloud_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Cloud_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Cloud_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Cloud_04","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Cloud_04.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Mountains_Grass_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Mountains_Grass_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Mountains_Grass_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Mountains_Grass_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Mountains_Snow_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Mountains_Snow_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Mountains_Soft_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Mountains_Soft_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Small_Rocks_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Small_Rocks_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Small_Rocks_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Small_Rocks_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Tree_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Tree_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Tree_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Tree_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Tree_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Tree_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_Tree_04","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_Tree_04.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_TreeDead_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_TreeDead_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Generic_TreeStump_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Generic_TreeStump_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Gerneric_Grass_Patch_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Gerneric_Grass_Patch_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Gerneric_Grass_Patch_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Gerneric_Grass_Patch_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Unknown","SM_Particle_Smoke_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Particle_Smoke_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_AmmoBox_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_AmmoBox_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Bandage_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Bandage_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Bandage_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Bandage_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Barrel_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Barrel_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Barrel_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Barrel_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Barricade_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Barricade_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Barrier_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Barrier_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Barrier_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Barrier_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Barrier_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Barrier_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Barrier_04","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Barrier_04.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Barrier_Dirt_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Barrier_Dirt_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_BaseWall_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_BaseWall_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_BaseWall_Broken_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_BaseWall_Broken_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_BaseWall_Broken_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_BaseWall_Broken_02.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_BaseWall_Post_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_BaseWall_Post_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Props","SM_Prop_Benchpress_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Benchpress_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_BriefcaseBomb_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_BriefcaseBomb_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Furniture","SM_Prop_BunkBed_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_BunkBed_01.fbx","PolygonBattleRoyale","Furniture / blocking prop","No","","Third-party imported asset"
"Props","SM_Prop_C4_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_C4_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_C4_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_C4_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_CardboardBox_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_CardboardBox_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Cinderblock_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Cinderblock_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Cinderblock_Wall_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Cinderblock_Wall_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Props","SM_Prop_Container_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Container_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Container_Small_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Container_Small_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Crate_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Crate_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Crate_Large_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Crate_Large_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Crate_Medical_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Crate_Medical_01.fbx","PolygonBattleRoyale","Laboratory / sci-fi prop","No","","Third-party imported asset"
"Props","SM_Prop_Crate_Small_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Crate_Small_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Lighting","SM_Prop_EmergencyDrop_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_EmergencyDrop_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Lighting","SM_Prop_EmergencyDrop_Crate_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_EmergencyDrop_Crate_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Gauze_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Gauze_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Generator_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Generator_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_GuardTower_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_GuardTower_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_HeadBase_Black","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_HeadBase_Black.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_HeadBase_Grey","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_HeadBase_Grey.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_HeadBase_Skin","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_HeadBase_Skin.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_HeadBase_White","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_HeadBase_White.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Iron_Sheet_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Iron_Sheet_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Iron_Sheet_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Iron_Sheet_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Iron_Sheet_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Iron_Sheet_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Key_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Key_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Key_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Key_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Key_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Key_03.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_MedicalBox_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_MedicalBox_01.fbx","PolygonBattleRoyale","Laboratory / sci-fi prop","No","","Third-party imported asset"
"Props","SM_Prop_MedicalBox_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_MedicalBox_02.fbx","PolygonBattleRoyale","Laboratory / sci-fi prop","No","","Third-party imported asset"
"Props","SM_Prop_MissileStack_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_MissileStack_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Needle_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Needle_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Padlock_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Padlock_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Padlock_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Padlock_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Pallet_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Pallet_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Pallet_Loaded_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Pallet_Loaded_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Pallet_Loaded_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Pallet_Loaded_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_PalletStack_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_PalletStack_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Parachute_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Parachute_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Pills_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Pills_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Pills_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Pills_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Portaloo_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Portaloo_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Propane_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Propane_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Propane_Tall_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Propane_Tall_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_RadioTower_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_RadioTower_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Range_Trable_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Range_Trable_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Range_Wall_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Range_Wall_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Range_Wall_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Range_Wall_02.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Range_Wall_03","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Range_Wall_03.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Range_Wall_Door_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Range_Wall_Door_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Range_Wall_Half_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Range_Wall_Half_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Range_Wall_Post_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Range_Wall_Post_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Range_Wall_Window_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Range_Wall_Window_01.fbx","PolygonBattleRoyale","Architecture wall module","No","","Third-party imported asset"
"Props","SM_Prop_Rubbish_Bottle_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Rubbish_Bottle_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Rubbish_Can_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Rubbish_Can_01.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Rubbish_Can_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Rubbish_Can_02.fbx","PolygonBattleRoyale","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Rubbish_Paper_01","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Rubbish_Paper_01.fbx","PolygonBattleRoyale","Paper decoration","No","","Third-party imported asset; Paper asset, collision should usually be skipped"
"Props","SM_Prop_Rubbish_Paper_02","Model / FBX","Assets/PolygonBattleRoyale/Models/SM_Prop_Rubbish_Paper_02.fbx","PolygonBattleRoyale","Paper decoration","No","","Third-party imported asset; Paper asset, collision should usually be skipped"
